customer_id,shop_name,gps_lat,gps_lng,locality,territory_id,customer_rating,review_rating,shop_category,cold_truck_required,volume_tier,payment_type,credit_limit,outstanding_balance,lifecycle_state,acquisition_date,preferred_visit_day,preferred_order_window
CUS_JED_0038,Al Shammari Trading Baqala,21.582135,39.12992,Al Salamah,TER_JED,1,4.7,Grocery,False,HIGH,credit,83250.04,22524.43,Active,2023-09-28,Tuesday,Morning
CUS_JED_0039,Al Mutairi Hospitality Supplies,21.589142,39.209035,Al Safa,TER_JED,5,4.9,Hotel Kitchen,False,LOW,cash,0.0,0.0,Active,2024-07-23,Tuesday,Midday
CUS_JED_0040,Al Zahrani Trading Fresh Meat,21.616503,39.147785,Al Zahra,TER_JED,3,4.0,Butchery,True,LOW,cash,0.0,0.0,Active,2025-06-20,Sunday,Morning
CUS_JED_0041,Al Qahtani Catering Kitchen,21.608607,39.239358,Al Safa,TER_JED,5,3.9,Catering Kitchen,False,LOW,cash,0.0,0.0,Active,2023-04-10,Monday,Morning
CUS_JED_0042,Al Zahrani Baqala,21.537141,39.168913,Al Hamra,TER_JED,4,4.8,Mini Market,False,HIGH,credit,97889.77,103072.32,Dormant,2023-07-17,Tuesday,Afternoon
CUS_JED_0043,Al Subaie Trading Bakery,21.574534,39.226408,Al Safa,TER_JED,4,4.6,Bakery,False,MED,cash,0.0,0.0,Active,2022-07-19,Monday,Midday
CUS_JED_0044,Al Harbi Trading Grill,21.574994,39.134169,Al Salamah,TER_JED,1,2.9,Restaurant,True,MED,cash,0.0,0.0,Active,2022-09-12,Tuesday,Afternoon
CUS_JED_0045,Al Harbi Trading Oven,21.523166,39.169786,Al Hamra,TER_JED,5,4.8,Bakery,False,LOW,cash,0.0,0.0,Active,2023-05-20,Sunday,Morning
CUS_JED_0046,Al Dana Hotel Kitchen,21.616034,39.153228,Al Zahra,TER_JED,5,3.2,Hotel Kitchen,True,MED,cash,0.0,0.0,Active,2021-06-11,Tuesday,Morning
CUS_JED_0047,Al Hamra Hyper Mini,21.507018,39.160428,Al Hamra,TER_JED,4,4.2,Supermarket,True,LOW,credit,8574.53,1388.73,Active,2024-05-17,Thursday,Midday
CUS_JED_0048,Al Shehri Baqala,21.614832,39.108457,Al Zahra,TER_JED,4,4.0,Grocery,True,MED,cash,0.0,0.0,Dormant,2022-03-29,Sunday,Morning
CUS_JED_0049,Al Qahtani Trading Sweets & Bakery,21.60051,39.141612,Al Zahra,TER_JED,3,4.2,Bakery,False,LOW,cash,0.0,0.0,Active,2022-09-03,Monday,Afternoon
CUS_JED_0050,Al Nada Fresh Baqala,21.555016,39.158978,Al Rawdah,TER_JED,4,3.4,Grocery,False,LOW,credit,6930.43,1495.66,New,2024-05-14,Saturday,Morning
CUS_JED_0051,Al Manar Fresh Catering Kitchen,21.525494,39.172663,Al Hamra,TER_JED,1,3.5,Catering Kitchen,True,MED,cash,0.0,0.0,Dormant,2021-08-04,Sunday,Midday
CUS_JED_0052,Al Subaie Banquet Kitchen,21.571276,39.158779,Al Rawdah,TER_JED,5,3.6,Catering Kitchen,False,HIGH,credit,103862.17,104017.58,Dormant,2025-03-15,Wednesday,Midday
CUS_JED_0053,Al Noor Fresh Supermarket,21.593595,39.135962,Al Salamah,TER_JED,4,3.7,Supermarket,True,LOW,cash,0.0,0.0,At Risk,2026-02-09,Saturday,Midday
CUS_JED_0054,Al Qahtani Trading Catering Kitchen,21.60171,39.157299,Al Zahra,TER_JED,5,4.0,Catering Kitchen,True,LOW,cash,0.0,0.0,At Risk,2023-07-06,Tuesday,Morning
CUS_JED_0055,Al Madina Mini Market,21.60732,39.136092,Al Zahra,TER_JED,3,3.9,Mini Market,False,LOW,cash,0.0,0.0,New,2025-10-20,Thursday,Morning
CUS_JED_0056,Al Rajhi Trading Baqala,21.592312,39.155938,Al Salamah,TER_JED,4,4.4,Mini Market,True,LOW,credit,14258.48,2615.3,Active,2024-07-07,Saturday,Afternoon
CUS_JED_0057,Al Shammari Fresh Meat,21.609226,39.126525,Al Zahra,TER_JED,4,3.8,Butchery,True,LOW,credit,7379.53,7221.19,At Risk,2023-07-17,Sunday,Morning
CUS_JED_0058,Al Othman Chilled Foods,21.559477,39.19975,Al Safa,TER_JED,5,4.8,Cold Store,True,MED,credit,15852.26,2105.0,Active,2021-06-11,Tuesday,Midday
CUS_JED_0059,Al Baraka Fresh Oven,21.633724,39.130483,Al Zahra,TER_JED,4,4.3,Bakery,False,HIGH,credit,68755.46,20424.54,Active,2023-01-15,Thursday,Afternoon
CUS_JED_0060,Al Shammari Kitchen,21.598305,39.185789,Al Salamah,TER_JED,3,4.6,Restaurant,True,LOW,cash,0.0,0.0,Dormant,2025-09-17,Wednesday,Morning
CUS_JED_0061,Al Ghamdi Kitchen,21.593359,39.136927,Al Salamah,TER_JED,5,3.1,Restaurant,True,HIGH,credit,56219.81,52343.98,Dormant,2025-02-05,Sunday,Afternoon
CUS_JED_0062,Al Rawabi Fresh Baqala,21.597091,39.13934,Al Salamah,TER_JED,4,3.2,Mini Market,False,LOW,cash,0.0,0.0,At Risk,2024-09-26,Thursday,Morning
CUS_JED_0063,Al Tazaj Fresh Oven,21.558319,39.152104,Al Rawdah,TER_JED,4,4.9,Bakery,True,MED,credit,31443.73,27034.41,At Risk,2021-12-16,Monday,Morning
CUS_JED_0064,Al Rashid Trading Hospitality Supplies,21.625128,39.133403,Al Zahra,TER_JED,4,4.8,Hotel Kitchen,True,LOW,cash,0.0,0.0,New,2024-03-18,Sunday,Midday
CUS_JED_0065,Al Ghamdi Cafe,21.566471,39.154771,Al Rawdah,TER_JED,5,4.8,Cafe,False,LOW,cash,0.0,0.0,Active,2025-10-21,Sunday,Afternoon
CUS_JED_0066,Al Tazaj Corner Market,21.600869,39.135938,Al Salamah,TER_JED,4,3.9,Mini Market,True,LOW,cash,0.0,0.0,Active,2026-03-03,Monday,Afternoon
CUS_JED_0067,Al Shammari Market,21.555739,39.148456,Al Rawdah,TER_JED,4,4.5,Supermarket,True,HIGH,cash,0.0,0.0,New,2023-12-31,Sunday,Midday
CUS_JED_0068,Al Rajhi Trading Butchery,21.547702,39.144169,Al Hamra,TER_JED,4,4.3,Butchery,True,LOW,cash,0.0,0.0,Active,2022-07-24,Monday,Afternoon
CUS_JED_0069,Al Harbi Trading Hospitality Supplies,21.558273,39.159301,Al Rawdah,TER_JED,4,3.7,Hotel Kitchen,False,LOW,credit,6237.8,1168.12,Active,2025-05-13,Monday,Afternoon
CUS_JED_0070,Al Baraka Al Zahra Supermarket,21.60547,39.134088,Al Zahra,TER_JED,3,3.5,Supermarket,True,LOW,cash,0.0,0.0,Active,2024-10-01,Sunday,Afternoon
CUS_JED_0071,Al Harbi Chilled Foods,21.597846,39.147892,Al Salamah,TER_JED,4,3.9,Cold Store,True,LOW,cash,0.0,0.0,Active,2022-03-12,Sunday,Midday
CUS_JED_0072,Al Rashid Trading Bakery,21.58458,39.141515,Al Salamah,TER_JED,4,4.4,Bakery,False,LOW,cash,0.0,0.0,Active,2025-05-22,Tuesday,Midday
CUS_JED_0073,Al Hamra Grocery,21.531841,39.149266,Al Hamra,TER_JED,3,4.1,Grocery,False,MED,cash,0.0,0.0,Active,2024-07-30,Thursday,Midday
CUS_JED_0074,Al Rawabi Catering Kitchen,21.623662,39.113278,Al Zahra,TER_JED,4,4.3,Catering Kitchen,True,MED,credit,37128.96,11026.74,Active,2022-10-17,Monday,Morning
CUS_JED_0075,Al Anazi Trading Baqala,21.587338,39.155411,Al Salamah,TER_JED,3,3.6,Mini Market,False,MED,credit,44788.52,12661.24,Active,2022-07-26,Sunday,Morning
CUS_JED_0076,Al Dana Fresh Roastery,21.594875,39.113785,Al Zahra,TER_JED,3,4.0,Cafe,False,LOW,cash,0.0,0.0,Active,2025-03-20,Saturday,Morning
CUS_JED_0077,Al Qassim Al Salamah Cafe,21.597725,39.137547,Al Salamah,TER_JED,2,4.4,Cafe,False,LOW,cash,0.0,0.0,Dormant,2026-02-19,Thursday,Midday
CUS_JED_0078,Al Riyadh Cafe,21.576089,39.1477,Al Salamah,TER_JED,3,3.3,Cafe,False,LOW,cash,0.0,0.0,Active,2025-04-20,Monday,Midday
CUS_JED_0079,Al Rashid Trading Grocery,21.58746,39.149074,Al Salamah,TER_JED,5,3.5,Grocery,False,MED,cash,0.0,0.0,Active,2026-03-05,Saturday,Afternoon
CUS_JED_0080,Al Khaleej Fresh Meat Shop,21.590469,39.160688,Al Salamah,TER_JED,4,3.7,Butchery,True,HIGH,cash,0.0,0.0,Active,2026-03-09,Tuesday,Midday
CUS_JED_0081,Al Baraka Fresh Cold Store,21.575011,39.15152,Al Rawdah,TER_JED,5,4.3,Cold Store,True,MED,credit,42530.15,4142.23,Active,2022-12-11,Saturday,Afternoon
CUS_JED_0082,Al Rawabi Fresh Bakery,21.601634,39.188167,Al Safa,TER_JED,4,3.6,Bakery,False,MED,cash,0.0,0.0,Active,2023-10-25,Thursday,Morning
CUS_JED_0083,Al Qahtani Trading Frozen Foods,21.572099,39.162741,Al Rawdah,TER_JED,2,4.2,Cold Store,True,HIGH,credit,83431.15,17172.91,Active,2025-07-03,Saturday,Morning
CUS_JED_0084,Al Zahrani Cafe,21.578598,39.219149,Al Safa,TER_JED,4,3.9,Cafe,False,MED,credit,37071.12,10229.68,Active,2024-12-05,Thursday,Morning
CUS_JED_0085,Al Nada Cold Store,21.607951,39.151581,Al Salamah,TER_JED,2,4.2,Cold Store,True,MED,cash,0.0,0.0,Active,2023-10-25,Monday,Morning
CUS_JED_0086,Al Hamra Corner Market,21.521562,39.155197,Al Hamra,TER_JED,5,3.8,Mini Market,False,MED,credit,31034.97,8266.29,Active,2023-01-24,Thursday,Morning
CUS_JED_0087,Al Qassim Mini Market,21.530642,39.156004,Al Hamra,TER_JED,4,4.2,Mini Market,False,LOW,cash,0.0,0.0,Active,2023-07-30,Wednesday,Midday
CUS_JED_0088,Al Noor Supermarket,21.608772,39.22865,Al Safa,TER_JED,5,3.8,Supermarket,True,HIGH,cash,0.0,0.0,Active,2021-09-29,Tuesday,Afternoon
CUS_JED_0089,Al Safa Hospitality Supplies,21.598927,39.213158,Al Safa,TER_JED,4,2.9,Hotel Kitchen,True,MED,cash,0.0,0.0,Active,2021-11-16,Monday,Morning
CUS_JED_0090,Al Madina Market,21.603848,39.110839,Al Zahra,TER_JED,3,3.8,Supermarket,True,LOW,cash,0.0,0.0,Dormant,2026-02-25,Sunday,Morning
CUS_JED_0091,Al Zahrani Butchery,21.526407,39.181394,Al Hamra,TER_JED,1,4.2,Butchery,True,LOW,credit,9959.86,662.42,Active,2025-10-18,Thursday,Midday
CUS_JED_0092,Al Shammari Trading Cafe,21.523733,39.17114,Al Hamra,TER_JED,2,2.8,Cafe,True,LOW,cash,0.0,0.0,Active,2025-05-26,Wednesday,Afternoon
CUS_JED_0093,Al Tazaj Fresh Hotel Kitchen,21.568253,39.174534,Al Rawdah,TER_JED,4,3.2,Hotel Kitchen,False,LOW,cash,0.0,0.0,Active,2025-03-09,Thursday,Morning
CUS_JED_0094,Al Zahrani Trading Grocery,21.53908,39.165198,Al Hamra,TER_JED,5,3.8,Grocery,False,MED,credit,40202.5,4959.6,New,2025-06-12,Monday,Midday
CUS_JED_0095,Al Rawdah Mini Market,21.572726,39.192696,Al Rawdah,TER_JED,5,4.1,Mini Market,True,MED,cash,0.0,0.0,Active,2024-01-06,Monday,Midday
CUS_JED_0096,Al Shehri Frozen Foods,21.588195,39.212537,Al Safa,TER_JED,4,3.5,Cold Store,True,LOW,credit,4608.72,1009.96,Active,2025-11-14,Sunday,Morning
CUS_JED_0097,Al Noor Fresh Food Store,21.574951,39.154834,Al Rawdah,TER_JED,3,4.0,Grocery,False,LOW,cash,0.0,0.0,Dormant,2026-03-02,Thursday,Afternoon
CUS_JED_0098,Al Ghamdi Hotel Kitchen,21.580021,39.223901,Al Safa,TER_JED,4,4.2,Hotel Kitchen,True,HIGH,cash,0.0,0.0,Active,2022-09-15,Wednesday,Midday
CUS_JED_0099,Al Riyadh Baqala,21.597084,39.211923,Al Safa,TER_JED,4,3.9,Mini Market,False,MED,cash,0.0,0.0,Active,2022-09-25,Monday,Midday
CUS_JED_0100,Al Qahtani Meat Shop,21.574378,39.212719,Al Safa,TER_JED,4,4.2,Butchery,True,MED,cash,0.0,0.0,Dormant,2025-09-22,Wednesday,Morning
CUS_DMM_0001,Al Shehri Trading Fresh Meat,26.456625,50.084601,Al Mazruiyah,TER_DMM,5,4.5,Butchery,True,MED,credit,40962.84,23380.12,Active,2023-03-18,Tuesday,Midday
CUS_DMM_0002,Al Safa Catering Kitchen,26.485366,50.117601,Al Shati,TER_DMM,5,5.0,Catering Kitchen,True,HIGH,credit,110618.83,31367.24,Active,2024-05-25,Thursday,Morning
CUS_DMM_0003,Al Qassim Al Shati Fresh Meat,26.461386,50.096742,Al Shati,TER_DMM,4,3.0,Butchery,True,HIGH,credit,105530.0,43439.86,Active,2024-07-25,Sunday,Midday
CUS_DMM_0004,Al Malki Cold Store,26.450547,50.051529,Al Nuzha,TER_DMM,4,4.0,Cold Store,True,LOW,credit,2730.18,629.3,Active,2023-03-22,Saturday,Morning
CUS_DMM_0005,Al Rawabi Fresh Hyper Mini,26.473253,50.098241,Al Shati,TER_DMM,5,5.0,Supermarket,True,LOW,cash,0.0,0.0,Active,2021-12-21,Monday,Midday
CUS_DMM_0006,Al Baraka Fresh Market,26.449555,50.097576,Al Mazruiyah,TER_DMM,4,4.4,Supermarket,False,LOW,cash,0.0,0.0,Active,2025-04-18,Wednesday,Midday
CUS_DMM_0007,Al Shati Market,26.475517,50.115216,Al Shati,TER_DMM,4,3.6,Supermarket,False,MED,credit,35689.82,14711.27,New,2024-11-01,Sunday,Afternoon
CUS_DMM_0008,Al Jazeera Fresh Chilled Foods,26.439009,50.066969,Al Nuzha,TER_DMM,2,4.7,Cold Store,True,LOW,credit,11689.46,8110.53,Active,2022-10-22,Thursday,Morning
CUS_DMM_0009,Al Dossari Corner Market,26.466041,50.08977,Al Mazruiyah,TER_DMM,1,3.5,Mini Market,False,LOW,cash,0.0,0.0,Active,2023-07-13,Monday,Afternoon
CUS_DMM_0010,Al Malki Trading Chilled Foods,26.400683,50.059401,Al Badiyah,TER_DMM,4,4.6,Cold Store,True,HIGH,cash,0.0,0.0,Active,2023-01-22,Saturday,Midday
CUS_DMM_0011,Al Rajhi Trading Mini Market,26.429041,50.115438,Al Mazruiyah,TER_DMM,2,3.9,Mini Market,False,MED,credit,41077.59,26227.94,Dormant,2025-01-26,Sunday,Afternoon
CUS_DMM_0012,Al Riyadh Corner Market,26.397293,50.045975,Al Badiyah,TER_DMM,4,3.1,Mini Market,False,HIGH,credit,117695.86,20335.96,Active,2024-02-28,Sunday,Morning
CUS_DMM_0013,Al Noor Baqala,26.45737,50.097122,Al Mazruiyah,TER_DMM,4,3.3,Mini Market,False,LOW,cash,0.0,0.0,Active,2023-01-16,Saturday,Midday
CUS_DMM_0014,Al Faisaliyah Meat Shop,26.413616,50.074377,Al Faisaliyah,TER_DMM,5,4.9,Butchery,True,LOW,cash,0.0,0.0,Active,2023-07-19,Monday,Morning
CUS_DMM_0015,Al Saleh Frozen Foods,26.399177,50.039802,Al Badiyah,TER_DMM,3,3.9,Cold Store,True,MED,cash,0.0,0.0,Active,2021-11-20,Thursday,Midday
CUS_DMM_0016,Al Rashid Trading Banquet Kitchen,26.430629,50.009384,Al Nuzha,TER_DMM,2,4.0,Catering Kitchen,False,LOW,cash,0.0,0.0,Active,2024-01-26,Wednesday,Morning
CUS_DMM_0017,Al Malki Fresh Meat,26.399499,50.067453,Al Badiyah,TER_DMM,4,5.0,Butchery,True,LOW,cash,0.0,0.0,Active,2022-05-06,Sunday,Morning
CUS_DMM_0018,Al Shati Baqala,26.482787,50.109017,Al Shati,TER_DMM,4,3.4,Mini Market,False,LOW,cash,0.0,0.0,Active,2025-12-07,Saturday,Morning
CUS_DMM_0019,Al Tazaj Hospitality Supplies,26.431079,50.059445,Al Badiyah,TER_DMM,3,4.0,Hotel Kitchen,True,LOW,cash,0.0,0.0,Active,2024-05-03,Tuesday,Morning
CUS_DMM_0020,Al Tazaj Catering Kitchen,26.401828,50.06119,Al Badiyah,TER_DMM,5,3.9,Catering Kitchen,False,MED,cash,0.0,0.0,Active,2023-05-03,Tuesday,Midday
CUS_DMM_0021,Al Dossari Trading Banquet Kitchen,26.39564,50.051825,Al Badiyah,TER_DMM,1,4.0,Catering Kitchen,False,MED,cash,0.0,0.0,New,2023-04-07,Thursday,Morning
CUS_DMM_0022,Al Saleh Trading Coffee House,26.42208,50.069636,Al Faisaliyah,TER_DMM,1,4.1,Cafe,False,LOW,cash,0.0,0.0,New,2026-04-12,Sunday,Morning
CUS_DMM_0023,Al Safa Chilled Foods,26.445229,50.115117,Al Mazruiyah,TER_DMM,3,2.5,Cold Store,True,LOW,cash,0.0,0.0,Dormant,2026-01-10,Tuesday,Afternoon
CUS_DMM_0024,Al Khaleej Al Badiyah Bakery,26.414392,50.074367,Al Badiyah,TER_DMM,4,2.9,Bakery,True,MED,cash,0.0,0.0,At Risk,2026-03-07,Wednesday,Afternoon
CUS_DMM_0025,Al Rawabi Fresh Kitchen,26.424341,50.073929,Al Faisaliyah,TER_DMM,3,3.2,Restaurant,True,MED,cash,0.0,0.0,Active,2026-01-09,Tuesday,Afternoon
CUS_DMM_0026,Al Mutairi Corner Market,26.393341,50.044737,Al Badiyah,TER_DMM,3,5.0,Mini Market,False,LOW,cash,0.0,0.0,Active,2023-05-15,Monday,Morning
CUS_DMM_0027,Al Qahtani Mini Market,26.458637,50.112193,Al Mazruiyah,TER_DMM,3,4.4,Mini Market,False,LOW,cash,0.0,0.0,New,2025-03-16,Sunday,Midday
CUS_DMM_0028,Al Safa Grocery,26.389385,50.052105,Al Badiyah,TER_DMM,2,4.3,Grocery,False,LOW,cash,0.0,0.0,Active,2023-02-13,Thursday,Afternoon
CUS_DMM_0029,Al Othman Trading Butchery,26.434337,50.105168,Al Mazruiyah,TER_DMM,4,3.9,Butchery,True,MED,cash,0.0,0.0,Active,2025-02-13,Monday,Afternoon
CUS_DMM_0030,Al Dana Fresh Coffee House,26.429479,50.052241,Al Nuzha,TER_DMM,4,4.2,Cafe,False,LOW,cash,0.0,0.0,Active,2025-05-24,Thursday,Midday
CUS_DMM_0031,Al Nakheel Fresh Grill,26.466035,50.126984,Al Shati,TER_DMM,5,3.4,Restaurant,False,LOW,cash,0.0,0.0,Active,2025-01-30,Tuesday,Midday
CUS_DMM_0032,Al Saleh Fresh Meat,26.455036,50.10366,Al Mazruiyah,TER_DMM,1,3.8,Butchery,True,LOW,cash,0.0,0.0,Dormant,2025-04-03,Wednesday,Afternoon
CUS_DMM_0033,Al Othman Oven,26.405773,50.04297,Al Badiyah,TER_DMM,5,4.5,Bakery,False,LOW,cash,0.0,0.0,Dormant,2025-07-24,Monday,Afternoon
CUS_DMM_0034,Al Safa Fresh Market,26.431618,50.036726,Al Nuzha,TER_DMM,5,4.6,Supermarket,False,MED,cash,0.0,0.0,At Risk,2023-10-07,Monday,Midday
CUS_DMM_0035,Al Jazeera Chilled Foods,26.440168,50.078485,Al Mazruiyah,TER_DMM,4,3.1,Cold Store,True,LOW,cash,0.0,0.0,Active,2022-01-29,Thursday,Midday
CUS_DMM_0036,Al Zahrani Trading Grocery,26.440524,50.027197,Al Nuzha,TER_DMM,3,5.0,Grocery,False,MED,cash,0.0,0.0,Active,2022-06-02,Saturday,Midday
CUS_DMM_0037,Al Malki Hyper Mini,26.424655,50.117537,Al Mazruiyah,TER_DMM,2,4.1,Supermarket,True,LOW,cash,0.0,0.0,Active,2025-10-23,Saturday,Morning
CUS_DMM_0038,Al Nuzha Meat Shop,26.432611,50.036447,Al Nuzha,TER_DMM,5,4.2,Butchery,True,LOW,cash,0.0,0.0,Active,2021-06-26,Monday,Afternoon
CUS_DMM_0039,Al Madina Grocery,26.469676,50.12628,Al Shati,TER_DMM,4,4.1,Grocery,False,HIGH,credit,52394.08,13520.68,Active,2024-04-28,Wednesday,Afternoon
CUS_DMM_0040,Al Saleh Supermarket,26.449793,50.091627,Al Mazruiyah,TER_DMM,4,4.0,Supermarket,True,HIGH,credit,111124.54,119929.35,Active,2024-03-27,Sunday,Morning
CUS_DMM_0041,Al Riyadh Grocery,26.451566,50.07469,Al Mazruiyah,TER_DMM,2,3.3,Grocery,False,HIGH,credit,87628.9,24656.57,New,2024-06-22,Monday,Midday
CUS_DMM_0042,Al Jazeera Grocery,26.47847,50.114549,Al Shati,TER_DMM,5,3.9,Grocery,False,MED,credit,33158.26,8247.95,Active,2025-10-08,Monday,Afternoon
CUS_DMM_0043,Al Dana Fresh Meat,26.470308,50.116773,Al Shati,TER_DMM,1,3.7,Butchery,True,MED,credit,11379.2,2263.4,Active,2022-03-30,Saturday,Afternoon
CUS_DMM_0044,Al Madina Fresh Corner Market,26.419435,50.081063,Al Faisaliyah,TER_DMM,4,3.5,Mini Market,True,LOW,cash,0.0,0.0,New,2025-12-19,Sunday,Morning
CUS_DMM_0045,Al Rashid Bakery,26.452697,50.074785,Al Mazruiyah,TER_DMM,2,4.6,Bakery,True,LOW,cash,0.0,0.0,Active,2023-05-31,Tuesday,Afternoon
CUS_DMM_0046,Al Subaie Trading Mini Market,26.453422,50.09942,Al Mazruiyah,TER_DMM,3,4.5,Mini Market,False,LOW,cash,0.0,0.0,At Risk,2026-03-06,Tuesday,Midday
CUS_DMM_0047,Al Anazi Trading Grocery,26.488855,50.125161,Al Shati,TER_DMM,5,3.0,Grocery,False,MED,cash,0.0,0.0,Active,2022-06-04,Wednesday,Midday
CUS_DMM_0048,Al Madina Hyper Mini,26.43369,50.088341,Al Mazruiyah,TER_DMM,4,4.0,Supermarket,True,MED,cash,0.0,0.0,Active,2025-05-10,Thursday,Afternoon
CUS_DMM_0049,Al Riyadh Kitchen,26.439529,50.034173,Al Nuzha,TER_DMM,4,4.1,Restaurant,False,MED,cash,0.0,0.0,New,2024-02-09,Monday,Afternoon
CUS_DMM_0050,Al Subaie Hotel Kitchen,26.393593,50.051012,Al Badiyah,TER_DMM,4,3.2,Hotel Kitchen,True,HIGH,cash,0.0,0.0,Active,2024-03-09,Sunday,Morning
CUS_DMM_0051,Al Subaie Trading Bakery,26.391703,50.041706,Al Badiyah,TER_DMM,2,3.5,Bakery,True,LOW,cash,0.0,0.0,Active,2023-12-25,Tuesday,Afternoon
CUS_DMM_0052,Al Manar Fresh Cold Store,26.413965,50.046764,Al Badiyah,TER_DMM,4,5.0,Cold Store,True,HIGH,credit,40683.62,8104.67,Active,2025-01-28,Thursday,Midday
CUS_DMM_0053,Al Rashid Trading Baqala,26.453655,50.098525,Al Mazruiyah,TER_DMM,5,3.5,Grocery,False,MED,cash,0.0,0.0,Active,2023-12-11,Saturday,Morning
CUS_DMM_0054,Al Rawabi Fresh Sweets & Bakery,26.477986,50.105158,Al Shati,TER_DMM,5,4.1,Bakery,True,LOW,cash,0.0,0.0,Active,2022-04-30,Tuesday,Morning
CUS_DMM_0055,Al Dana Al Badiyah Banquet Kitchen,26.43093,50.057492,Al Badiyah,TER_DMM,3,4.6,Catering Kitchen,True,LOW,credit,3569.7,1091.11,Active,2025-09-26,Tuesday,Midday
CUS_DMM_0056,Al Anazi Trading Market,26.425781,50.04286,Al Nuzha,TER_DMM,1,5.0,Supermarket,False,HIGH,cash,0.0,0.0,Dormant,2024-04-04,Sunday,Afternoon
CUS_DMM_0057,Al Riyadh Fresh Market,26.42664,50.066094,Al Nuzha,TER_DMM,4,4.4,Supermarket,False,HIGH,credit,89176.96,20675.52,Active,2023-12-12,Sunday,Morning
CUS_DMM_0058,Al Rashid Hospitality Supplies,26.395766,50.066651,Al Badiyah,TER_DMM,3,4.5,Hotel Kitchen,False,HIGH,credit,93134.49,28705.19,Active,2022-05-28,Wednesday,Afternoon
CUS_DMM_0059,Al Manar Fresh Oven,26.455102,50.07645,Al Mazruiyah,TER_DMM,4,3.6,Bakery,False,LOW,cash,0.0,0.0,New,2021-06-24,Wednesday,Morning
CUS_DMM_0060,Al Baraka Fresh Grocery,26.425413,50.077664,Al Faisaliyah,TER_DMM,3,4.3,Grocery,True,LOW,cash,0.0,0.0,Active,2025-10-21,Monday,Morning
CUS_DMM_0061,Al Manar Chilled Foods,26.435701,50.026507,Al Nuzha,TER_DMM,3,4.2,Cold Store,True,LOW,credit,13284.46,3611.35,Active,2025-10-29,Thursday,Midday
CUS_DMM_0062,Al Saleh Coffee House,26.440576,50.05034,Al Nuzha,TER_DMM,4,4.6,Cafe,False,MED,credit,40409.75,12451.59,Active,2023-01-21,Tuesday,Morning
CUS_DMM_0063,Al Baraka Fresh Supermarket,26.437591,50.084374,Al Faisaliyah,TER_DMM,2,4.0,Supermarket,False,LOW,cash,0.0,0.0,Active,2022-11-02,Saturday,Midday
CUS_DMM_0064,Al Tazaj Market,26.383395,50.064101,Al Badiyah,TER_DMM,3,4.1,Supermarket,True,LOW,credit,14072.17,8735.74,New,2022-08-22,Sunday,Afternoon
CUS_DMM_0065,Al Zahrani Supermarket,26.431258,50.062544,Al Faisaliyah,TER_DMM,4,3.4,Supermarket,True,LOW,cash,0.0,0.0,At Risk,2023-01-20,Sunday,Afternoon
CUS_DMM_0066,Al Jazeera Fresh Hotel Kitchen,26.44556,50.042803,Al Nuzha,TER_DMM,5,4.4,Hotel Kitchen,False,LOW,cash,0.0,0.0,Active,2024-11-05,Wednesday,Morning
CUS_DMM_0067,Al Rajhi Trading Sweets & Bakery,26.428519,50.078974,Al Faisaliyah,TER_DMM,4,4.5,Bakery,False,HIGH,credit,101658.59,8540.56,New,2025-01-22,Sunday,Midday
CUS_DMM_0068,Al Safa Baqala,26.427889,50.044509,Al Nuzha,TER_DMM,5,3.7,Mini Market,False,MED,credit,43469.67,15325.91,Active,2025-07-25,Tuesday,Afternoon
CUS_DMM_0069,Al Mutairi Trading Supermarket,26.423307,50.074712,Al Faisaliyah,TER_DMM,2,4.1,Supermarket,False,LOW,credit,11319.29,694.62,New,2023-11-01,Monday,Morning
CUS_DMM_0070,Al Nada Fresh Hotel Kitchen,26.396709,50.074488,Al Badiyah,TER_DMM,3,3.5,Hotel Kitchen,True,LOW,credit,11363.71,6944.17,New,2023-11-11,Tuesday,Midday
CUS_DMM_0071,Al Khaleej Hospitality Supplies,26.426096,50.07307,Al Faisaliyah,TER_DMM,3,4.8,Hotel Kitchen,True,HIGH,credit,97207.85,28096.09,Active,2022-02-05,Saturday,Morning
CUS_DMM_0072,Al Safa Fresh Hotel Kitchen,26.435913,50.056277,Al Nuzha,TER_DMM,2,3.2,Hotel Kitchen,False,LOW,cash,0.0,0.0,Active,2026-03-07,Wednesday,Morning
CUS_DMM_0073,Al Dana Catering Kitchen,26.473107,50.123592,Al Shati,TER_DMM,3,4.0,Catering Kitchen,False,LOW,cash,0.0,0.0,Active,2024-06-26,Tuesday,Afternoon
CUS_DMM_0074,Al Qassim Fresh Baqala,26.445699,50.036795,Al Nuzha,TER_DMM,3,4.8,Mini Market,False,LOW,cash,0.0,0.0,Active,2022-09-21,Saturday,Midday
CUS_DMM_0075,Al Zahrani Kitchen,26.459588,50.038737,Al Nuzha,TER_DMM,3,3.8,Restaurant,True,MED,credit,25772.61,6054.06,Active,2022-08-25,Thursday,Afternoon
CUS_DMM_0076,Al Dana Bakery,26.418467,50.078559,Al Badiyah,TER_DMM,4,3.7,Bakery,False,LOW,credit,11528.65,3612.68,Active,2022-03-11,Wednesday,Morning
CUS_DMM_0077,Al Khaleej Fresh Mini Market,26.443368,50.092656,Al Mazruiyah,TER_DMM,5,3.3,Mini Market,False,HIGH,credit,110289.47,33624.63,New,2024-01-20,Thursday,Morning
